id,name,original_name,subtitle,category,equipment,equipment_detected,exercise_type,exercise_family,base_exercise_name,primaryMuscle,secondaryMuscles,muscleGroups,hasVideo,is_compound,difficulty_level,supersetable,duration_based,hypertrophy_rating,strength_rating,fat_loss_rating,endurance_rating,general_fitness_rating,optimal_rep_range_min,optimal_rep_range_max,recommended_sets,rest_seconds,fatigability,muscles_worked_count,priority_build_muscle,priority_get_lean,priority_home,priority_gym,complementary_families,is_equipment_primary
28c20d59-8285-47e0-b63c-f93d956d824d,Stick Pass Around Stretch (Bodyweight),Stick Pass Around Stretch,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,flexibility,Flexibility,,,,True,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
28c29370-364c-4d42-ba63-e2100dc3e519,Shrug (Barbell),Shrug (Barbell),Back - Barbell,Back,Barbell,barbell,strength,shrug,Shrug,Upper Traps,Upper Back,Upper Traps; Upper Back,False,False,intermediate,True,False,8,6,5,6,6,10,15,3,60,4,2,95,80,65,95,"upright_row, deadlift, bent_over_row",False
28ce4462-a92a-404a-9625-2653a3178265,Neutral Wrist Roller (Bodyweight),Neutral Wrist Roller,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,rollout,Rollout,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
28d00b3d-e320-4434-83cb-81cfbc3bfa60,Cross Knee to Toe Touch (Bodyweight),Cross Knee To Toe Touch,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,hamstring_stretch,Hamstring Stretch,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
28e2fe29-2568-4e73-8365-7a600731a47f,Incline Hammer Press (Band),Incline Hammer Press (Band),Chest - Band,Chest,Band,band,strength,press,Press,Upper Chest,,Upper Chest,False,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,60,85,90,50,"bench_press, shoulder_press",False
28e8f9fb-220b-4fd9-a418-0b9a2654cb51,Forward Angled Calf Raise (Machine),Sled Forward Angled Calf Raise,Legs - Machine,Legs,Bodyweight,bodyweight,strength,calf_raise,Calf Raise,Calves,,Calves,False,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,70,88,95,65,leg_press,False
28f1ceea-c5b5-47f5-a9f9-ff7b78fb351a,Standing Underhand Crossover Raise (Bodyweight),Standing Underhand Crossover Raise,Shoulders - Bodyweight,Shoulders,Bodyweight,bodyweight,strength,raise,Raise,Side Delts,Front Delts,Side Delts; Front Delts,True,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"lateral_raise, front_raise",False
28f321d3-ed4f-4f4c-8987-0c7642df4a53,Wood Chop Squat (Bodyweight),Wood Chop Squat (Bodyweight),Legs - Bodyweight,Legs,Bodyweight,bodyweight,plyometrics,squat,Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,False,True,beginner,False,False,10,10,9,8,9,8,15,3,60,8,5,70,88,95,65,"leg_press, leg_extension, lunge, leg_curl",False
28facae0-5e6e-468d-af54-404c8a87eaa5,Bent Over Knee Clockwise Rotation (Bodyweight),Bent Over Knee Clockwise Rotation,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,rotation,Rotation,Full Body,,Full Body,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
2908f281-3eb6-42cb-a64d-8dffc1317c17,Half Squat Wall Tip Toe (Bodyweight),Half Squat Wall Tip Toe,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,squat,Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,True,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,70,88,95,65,"leg_press, leg_extension, lunge, leg_curl",False
290a6a3d-90d6-434b-af63-9b4a95041f10,Seated Internal and External Shoulder Rotation (Bodyweight),Seated Internal And External Shoulder Rotation,Shoulders - Bodyweight,Shoulders,Bodyweight,bodyweight,strength,rotation,Rotation,Side Delts,Front Delts; Rear Delts,Side Delts; Front Delts; Rear Delts,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"shoulder_press, lateral_raise",False
2911f41e-da91-4d39-a844-46e9f3598746,Side to Side Squat (Bodyweight),Side To Side Squat,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,squat,Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,True,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,70,88,95,65,"leg_press, leg_extension, lunge, leg_curl",False
291dd07f-81e4-44d6-8a40-83fd10fc65f1,Lateral Raise (Machine),Lever Lateral Raise,Shoulders - Machine,Shoulders,Machine,machine,strength,lateral_raise,Lateral Raise,Side Delts,Front Delts; Rear Delts,Side Delts; Front Delts; Rear Delts,True,False,beginner,True,False,8,5,5,6,6,10,15,3,60,4,2,80,75,20,88,"shoulder_press, front_raise, rear_delt_fly",False
2922a1e4-799b-4076-8bae-7727f6119571,Half Wipers (Bent Leg) (Bodyweight),Half Wipers (bent Leg),Legs - Bent Leg,Legs,Bodyweight,bodyweight,strength,leg_isolation,Leg Isolation,Quads,Glutes,Quads; Glutes,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"squat, leg_press",False
2922cc5c-2d9c-4f07-a350-52e03a620174,Seated Alternate Foot Taps on a Chair (Bodyweight),Seated Alternate Foot Taps On A Chair,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,beginner,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
293017b3-0f39-43dc-9900-2420bc2e4c5c,Hollow Body Hover (Bodyweight),Hollow Body Hover,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
2943f1c4-e81d-4ea9-a860-49267e7cefdb,Sprint Against Wall (Bodyweight),Sprint Against Wall,Cardio - Bodyweight,Cardio,Bodyweight,bodyweight,cardio,running,Running,Cardio,,Cardio,True,False,intermediate,False,True,2,2,9,10,8,1,1,1,60,7,5,70,88,95,65,,False
29464da5-745b-48b4-ad89-f8e407fef65e,Kneeling to Stand (Bodyweight),Kneeling To Stand,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
2947e918-fc37-4d7c-8e57-81f2cf95a1b5,Diamond Push Up (On Knees) (Bodyweight),Diamond Push Up (on Knees),Chest - On Knees,Chest,Bodyweight,bodyweight,strength,diamond_push_up,Diamond Push Up,Mid Chest,,Mid Chest,True,True,intermediate,True,False,8,8,7,5,9,6,12,4,90,7,4,70,88,95,65,"bench_press, fly, dip, tricep_extension",False
295a1d4c-4b60-4d88-9b2c-7f6ff4cedf5f,Sumo Crab Walk (Bodyweight),Sumo Crab Walk,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,walk,Walk,Core,Abs,Core; Abs,True,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"crunch, plank",False
29640e09-7020-42eb-a6ab-d29b0ce39c72,Standing Triceps Pushdown (Band),Standing Triceps Pushdown (Resistance Band),Arms - Band,Arms,Band,band,strength,tricep_pushdown,Tricep Pushdown,Triceps,,Triceps,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,60,85,90,50,"tricep_extension, skull_crusher, dip",False
2968155b-509b-4fec-9a58-05422422b64f,Step Out Side Bend (Bodyweight),Step Out Side Bend,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
297343b7-181b-4f54-ae31-8fb012c936de,Alternate Leg Lift Double Hands Crunch (Bodyweight),Alternate Leg Lift Double Hands Crunch,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,crunch,Crunch,Upper Abs,Abs; Core,Upper Abs; Abs; Core,True,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"leg_raise, plank, russian_twist",True
2982a9ff-9746-4a25-a56f-8ffac1e8624e,Seated Overhead Side and 45 Degrees Bend Forward (Bodyweight),Seated Overhead Side And 45 Degrees Bend Forward (,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
298eefd0-6dc9-45d4-a9b7-c698fabec831,Punch Twist (Bodyweight),Punch Twist,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,russian_twist,Russian Twist,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
299ae9b9-2a07-4ae6-87f8-5a3ab7f39564,Glute Bridge (Dumbbell),Glute Bridge (Dumbbell),Legs - Dumbbell,Legs,Dumbbell,dumbbell,strength,glute_bridge,Glute Bridge,Glutes,Hamstrings; Core,Glutes; Hamstrings; Core,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,92,90,92,90,"hip_thrust, romanian_deadlift, leg_curl",False
299c31dd-9c19-4ad2-b355-e78821bad73c,Lateral Raise Plank (Dumbbell),Lateral Raise Plank (Dumbbell),Shoulders - Dumbbell,Shoulders,Dumbbell,dumbbell,strength,lateral_raise,Lateral Raise,Side Delts,Front Delts,Side Delts; Front Delts,False,False,intermediate,True,False,9,5,5,7,6,10,15,3,60,4,2,92,90,92,90,"shoulder_press, front_raise, rear_delt_fly",True
299c417b-cf15-4dfe-8251-76930cb7225a,Superman Lat Pulldown and Leg Raise (Bodyweight),Superman Lat Pulldown And Leg Raise,Back - Bodyweight,Back,Bodyweight,bodyweight,strength,lat_pulldown,Lat Pulldown,Lats,Biceps; Upper Back,Lats; Biceps; Upper Back,True,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,70,88,95,65,"pull_up, bent_over_row, bicep_curl, face_pull",False
299cc7d2-0579-4017-a1eb-e4c2cfcc22cc,Yw Raise (Suspension Trainer),Suspender YW Raise,Shoulders - Suspension Trainer,Shoulders,Bodyweight,bodyweight,strength,raise,Raise,Side Delts,Front Delts,Side Delts; Front Delts,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"lateral_raise, front_raise",False
29a59526-c0e0-4eb9-8949-b28c7cd6e0fa,Diver Plank Jack (Bodyweight),Diver Plank Jack,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,plank,Plank,Core,Abs; Lower Back,Core; Abs; Lower Back,True,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,70,88,95,65,"crunch, leg_raise, russian_twist",True
29a7b894-c512-4576-987c-62cf80e5132d,Side Shuffle Obliques Twist (Bodyweight),Side Shuffle Obliques Twist,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,russian_twist,Russian Twist,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
29b4ef82-cba0-4e64-ac8a-86251cb1d8a4,Dynamic Half Child Pose (Bodyweight),Dynamic Half Child Pose,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,back_stretch,Back Stretch,,,,True,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
29b552b5-a300-49a6-910d-cf9a83d64845,Lat Pulldown Full Range of Motion (Cable),Lat Pulldown Full Range Of Motion (Cable),Back - Cable,Back,Cable,cable,strength,lat_pulldown,Lat Pulldown,Lats,Biceps; Upper Back,Lats; Biceps; Upper Back,False,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,85,88,30,92,"pull_up, bent_over_row, bicep_curl, face_pull",True
29f2032d-20b7-40f9-b69e-c7c222fd741e,Side Lying Side Crunch (Bodyweight),Side Lying Side Crunch,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,oblique_crunch,Oblique Crunch,Obliques,Abs,Obliques; Abs,True,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"leg_raise, plank, russian_twist",False
29f66d5e-c524-47ab-b23e-411819510d30,Front Plank with Arm and Leg Lift (Push Up Positio) (Bodyweight),Front Plank With Arm And Leg Lift (push Up Positio,Chest - Push Up Positio,Chest,Bodyweight,bodyweight,strength,push_up,Push Up,Mid Chest,Front Delts; Triceps; Core,Mid Chest; Front Delts; Triceps; Core,True,True,intermediate,True,False,8,8,7,7,9,6,12,4,90,7,4,70,88,95,65,"bench_press, fly, dip, tricep_extension",True
2a05833f-07da-480b-8b2e-49ad7f1112c5,Fingers Extension (Band),Fingers Extension (Resistance Band),Arms - Band,Arms,Band,band,strength,extension,Extension,Triceps,,Triceps,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,60,85,90,50,"tricep_extension, leg_extension",False
2a0fb753-1fb2-4263-b23e-9033ed9ccd59,High Knee Jump Rope (Bodyweight),High Knee Jump Rope,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,cardio,high_knees,High Knees,Full Body,,Full Body,True,False,intermediate,False,True,2,2,10,10,8,1,1,1,60,7,5,70,88,95,65,"mountain_climber, burpee, jumping_jack",False
2a14aaec-76ea-4d1c-8bf5-0e2d8c217f5c,Assisted Lying Supine Hip Adduction (Stability Ball),Assisted Lying Supine Hip Adduction (stability Ball),Legs - Stability Ball,Legs,Bodyweight,bodyweight,strength,hip_adduction,Hip Adduction,Inner Thigh,Hip Flexors,Inner Thigh; Hip Flexors,False,False,beginner,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"hip_abduction, sumo_squat, lunge",False
2a1b2855-08e8-412e-9dd0-0bb00a79663e,Pilates Machine Lying Calf Raise (Machine),Pilates Machine Lying Calf Raise,Legs - Machine,Legs,Machine,machine,strength,calf_raise,Calf Raise,Calves,,Calves,False,False,beginner,True,False,8,5,5,6,6,12,20,3,60,4,2,80,75,20,88,leg_press,False
2a246020-094b-4eff-8579-18d9dc8c31af,Standing Single Arm Fly (Cable),Standing Single Arm Fly (Cable),Chest - Cable,Chest,Cable,cable,strength,fly,Chest Fly,Mid Chest,Front Delts,Mid Chest; Front Delts,False,False,advanced,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"bench_press, incline_fly, push_up",False
2a2b6cc5-a827-41c4-b208-38c34be55dc0,Heel to Toe Walk (Bodyweight),Heel To Toe Walk,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,walk,Walk,Full Body,,Full Body,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
2a37072f-c64a-4a80-890d-ba79978eb9a3,Standing Palm Slices (Bodyweight),Standing Palm Slices,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
2a3785fb-3f9f-419f-ab8a-ca5f4d648bce,Side Plank Lift on a Padded Stool (Bodyweight),Side Plank Lift On A Padded Stool,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,side_plank,Side Plank,Core,,Core,True,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,70,88,95,65,"crunch, leg_raise, russian_twist",False
2a41f7a3-0fec-48e4-b9da-4d446a3f1daa,Lying Floor Front Raise (Cable),Lying Floor Front Raise (Cable),Shoulders - Cable,Shoulders,Cable,cable,strength,front_raise,Front Raise,Front Delts,Upper Chest,Front Delts; Upper Chest,False,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"shoulder_press, lateral_raise, incline_bench_press",False
2a4fa85a-93a1-4623-acfd-c4fee4346aaa,Chin Ups (Narrow Parallel Grip) (Bodyweight),Chin Ups (narrow Parallel Grip),Back - Narrow Parallel Grip,Back,Bodyweight,bodyweight,strength,chin_up,Chin Up,Lats,Biceps; Upper Back,Lats; Biceps; Upper Back,False,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,70,88,95,65,"lat_pulldown, bent_over_row, bicep_curl",True
2a6cab48-2cd0-4c4a-a5a0-a34e29c384d8,Lying Fly (Cable),Lying Fly (Cable),Chest - Cable,Chest,Cable,cable,strength,fly,Chest Fly,Mid Chest,Front Delts,Mid Chest; Front Delts,False,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"bench_press, incline_fly, push_up",False
2a712be8-532e-49fd-aea4-a9a4e82c5b42,Single Leg Board Jump (Bodyweight),Single Leg Board Jump,Legs - Bodyweight,Legs,Bodyweight,bodyweight,plyometrics,jump,Jump,Quads,Glutes,Quads; Glutes,True,False,intermediate,True,False,4,5,9,8,7,8,15,3,60,8,5,70,88,95,65,"squat, leg_press",False
2a74707f-ba72-48ed-ad74-bf8fcd2af98e,Belt Squat (Machine),Lever Belt Squat,Legs - Machine,Legs,Machine,machine,strength,squat,Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,False,True,beginner,False,False,10,10,8,5,9,5,10,4,120,9,4,80,75,20,88,"leg_press, leg_extension, lunge, leg_curl",False
2a82b85a-d78c-4396-ba63-2efe0fa2842b,One Arm Side Deadlift (Barbell),One Arm Side Deadlift (Barbell),Legs - Barbell,Legs,Barbell,barbell,strength,deadlift,Deadlift,Hamstrings,Glutes; Lower Back,Hamstrings; Glutes; Lower Back,False,True,advanced,False,False,10,10,7,5,9,5,10,4,120,9,6,95,80,65,95,"romanian_deadlift, bent_over_row, hip_thrust, squat",True
2a8dbb36-726f-4298-b85d-34f75dc50bc7,Single Leg Hip Thrust (Smith Machine),Smith Single Leg Hip Thrust,Legs - Smith Machine,Legs,Smith Machine,smith_machine,strength,hip_thrust,Hip Thrust,Glutes,Hamstrings,Glutes; Hamstrings,False,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,72,70,25,80,"glute_bridge, romanian_deadlift, leg_curl",False
2aad6bae-611b-46c6-b75a-5299194ae159,Stick Lying Front Raise (Bodyweight),Stick Lying Front Raise,Shoulders - Bodyweight,Shoulders,Bodyweight,bodyweight,strength,front_raise,Front Raise,Front Delts,Upper Chest,Front Delts; Upper Chest,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"shoulder_press, lateral_raise, incline_bench_press",False
2ab7ff84-7f0c-4ca6-9b36-6ae43abd2c70,Run (Equipment) (Bodyweight),Run (equipment),Cardio - Equipment,Cardio,Bodyweight,bodyweight,cardio,running,Running,Cardio,,Cardio,True,False,intermediate,False,True,2,2,9,10,8,1,1,1,60,7,5,70,88,95,65,,False
2ab91a0f-56ab-4451-ac4f-b63904c93edb,Pilates Machine Lying Knee Extension on Toes (Machine),Pilates Machine Lying Knee Extension On Toes,Arms - Machine,Arms,Machine,machine,strength,extension,Extension,Triceps,,Triceps,False,False,beginner,True,False,8,5,5,6,6,10,15,3,60,4,2,80,75,20,88,"tricep_extension, leg_extension",False
2ac7bbd7-93d3-4fbc-a213-82141c464d1e,Swan Dive Pilates (Bodyweight),Swan Dive Pilates,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
2ac9a736-9d61-4714-b590-c679c729916d,Incline Fly (Kettlebell),Incline Fly (Kettlebell),Chest - Kettlebell,Chest,Kettlebell,kettlebell,strength,incline_fly,Incline Fly,Upper Chest,,Upper Chest,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,75,85,85,78,"fly, incline_bench_press",False
2acdcea9-50f0-4598-8107-af64e7d229a3,Frog Crunch (Bodyweight),Frog Crunch,Core - Bodyweight,Core,Bodyweight,bodyweight,strength,crunch,Crunch,Upper Abs,Abs; Core,Upper Abs; Abs; Core,True,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"leg_raise, plank, russian_twist",True
2ae2dc93-cef4-4351-b91d-74a15e216e13,Standing Overhead Press (Dumbbell),Standing Overhead Press (Dumbbell),Shoulders - Dumbbell,Shoulders,Dumbbell,dumbbell,strength,shoulder_press,Shoulder Press,Front Delts,Side Delts; Triceps,Front Delts; Side Delts; Triceps,False,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,92,90,92,90,"lateral_raise, front_raise, tricep_extension",False
2aeb6071-30b7-4316-be4d-fcfab0fb4a48,Lying Toe Tap (Bodyweight),Lying Toe Tap,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,tap,Tap,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
2aef95cc-3314-40ec-a6d9-cf38eca36b7b,Lever One Arm Shoulder Press (plate Loaded),Lever One Arm Shoulder Press (plate Loaded),Shoulders - plate Loaded,Shoulders,Machine,machine,strength,shoulder_press,Shoulder Press,Front Delts,Side Delts; Triceps,Front Delts; Side Delts; Triceps,False,False,advanced,True,False,7,5,5,6,6,10,15,3,60,4,2,80,75,20,88,"lateral_raise, front_raise, tricep_extension",False
2af26fc4-82d0-41af-a626-c14ed52f58f6,Supine Plank (Suspension Trainer),Suspender Supine Plank,Core - Suspension Trainer,Core,Bodyweight,bodyweight,strength,plank,Plank,Core,Abs; Lower Back,Core; Abs; Lower Back,False,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,70,88,95,65,"crunch, leg_raise, russian_twist",True
2af6953d-3877-48f0-ac11-c708b3833fd3,Swing (Rings),Ring Swing,Full Body - Rings,Full Body,Bodyweight,bodyweight,strength,swing,Swing,Full Body,,Full Body,False,True,intermediate,True,False,8,8,8,5,8,6,12,4,90,7,4,70,88,95,65,,False
2b0129c4-2c92-4af3-be94-7629878aa27f,Seated Front Press (Cable),Seated Front Press (Cable),Chest - Cable,Chest,Cable,cable,strength,press,Press,Mid Chest,,Mid Chest,False,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,85,88,30,92,"bench_press, shoulder_press",False
2b018a7b-1359-49f3-9e91-938e280b0e49,Shrimp Squat (Bodyweight),Shrimp Squat,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,squat,Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,True,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,70,88,95,65,"leg_press, leg_extension, lunge, leg_curl",False
2b023eb9-fdd3-44df-bd4a-d7f40c258775,Incline Push Up on a Smith Bar (Smith Machine),Incline Push Up On A Smith Bar,Chest - Smith Machine,Chest,Smith Machine,smith_machine,strength,incline_push_up,Incline Push Up,Upper Chest,,Upper Chest,True,True,intermediate,True,False,8,8,7,5,9,6,12,4,90,7,4,72,70,25,80,"bench_press, fly, dip, tricep_extension",False
2b1b62e6-71f5-426c-91aa-2f1297c4c2e7,Seated Hammer Curl (Dumbbell),Seated Hammer Curl (Dumbbell),Arms - Dumbbell,Arms,Dumbbell,dumbbell,strength,hammer_curl,Hammer Curl,Biceps,Forearms (Flexors),Biceps; Forearms (Flexors),False,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,92,90,92,90,"bicep_curl, preacher_curl, reverse_curl",True
2b25b7e9-1244-4769-a2cc-b28548cc32cf,Glute Bridge Two Legs on Bench (Bodyweight),Glute Bridge Two Legs On Bench,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,glute_bridge,Glute Bridge,Glutes,Hamstrings; Core,Glutes; Hamstrings; Core,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"hip_thrust, romanian_deadlift, leg_curl",False
2b355afb-df82-491e-862c-072027d9ad50,Lying Single Glute Lift (Bodyweight),Lying Single Glute Lift,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,glute_exercise,Glute Exercise,Glutes,Hamstrings,Glutes; Hamstrings,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,"hip_thrust, glute_bridge",False
2b35ab1d-bb62-4ff0-ba28-38af5ddc01b6,Invisible Equipment Swing (Bodyweight),Invisible Equipment Swing (Bodyweight),Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,swing,Swing,Full Body,,Full Body,False,True,beginner,True,False,8,8,8,7,8,6,12,4,90,7,4,70,88,95,65,,False
2b37a773-9ab3-475f-bc98-bfdc9caadf2a,Seated Overhead Triceps Extension (Barbell),Seated Overhead Triceps Extension (Barbell),Arms - Barbell,Arms,Barbell,barbell,strength,overhead_tricep_extension,Overhead Tricep Extension,Triceps,,Triceps,True,False,intermediate,True,False,9,6,5,6,6,10,15,3,60,4,2,95,80,65,95,"tricep_pushdown, skull_crusher, dip, bicep_curl",False
2b3cc811-654a-4c95-b82d-9e6b94fb348c,Standing Lateral Stretch (Bodyweight),Standing Lateral Stretch,Stretching - Bodyweight,Stretching,Bodyweight,bodyweight,stretch,back_stretch,Back Stretch,Lower Back,,Lower Back,True,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,70,88,95,65,,False
2b41083b-6166-4d28-ae21-52b42abc2bb4,Lateral Hit (Band),Lateral Hit (Resistance Band),Full Body - Band,Full Body,Band,band,strength,full_body_movement,Full Body Movement,Full Body,,Full Body,False,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,60,85,90,50,,False
2b61d2c7-b2e2-4d08-99a7-319b9694a5cd,Curl to Press (Dumbbell),Curl To Press (Dumbbell),Arms - Dumbbell,Arms,Dumbbell,dumbbell,strength,bicep_curl,Bicep Curl,Biceps,Forearms (Flexors),Biceps; Forearms (Flexors),False,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,92,90,92,90,"hammer_curl, preacher_curl, tricep_extension",True
2b719497-2c6f-4863-976c-ead9fd94de54,Lying Split Abductor (Bodyweight),Lying Split Abductor,Legs - Bodyweight,Legs,Bodyweight,bodyweight,strength,hip_abduction,Hip Abduction,Glute Med/Min,Glutes,Glute Med/Min; Glutes,True,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,70,88,95,65,"hip_adduction, glute_kickback, hip_thrust",False
2b724fed-2fe1-4c9a-a9a0-40dbbaeabc58,Single Leg Split Squat with the Ring (Dumbbell),Single Leg Split Squat With The Ring (Dumbbell),Legs - Dumbbell,Legs,Dumbbell,dumbbell,strength,split_squat,Split Squat,Quads,Glutes; Hamstrings,Quads; Glutes; Hamstrings,False,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,92,90,92,90,"leg_press, leg_extension, lunge, leg_curl",False
2b900260-5aad-4e6d-b7ed-402bc631b887,Hip Raise (Smith Machine),Smith Hip Raise,Shoulders - Smith Machine,Shoulders,Smith Machine,smith_machine,strength,raise,Raise,Side Delts,Front Delts,Side Delts; Front Delts,False,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,72,70,25,80,"lateral_raise, front_raise",False
2ba50c27-9078-4539-8f16-1cbe4be7cf0a,Punch Step Forward (Bodyweight),Punch Step Forward,Full Body - Bodyweight,Full Body,Bodyweight,bodyweight,strength,punch,Punch,Full Body,,Full Body,True,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,70,88,95,65,,False
