id,name,exercise_family,base_exercise_name,complementary_families,is_equipment_primary,equipment_detected,priority_build_muscle,priority_get_lean,priority_home,priority_gym
2e7a04c0-7aee-4c5d-80fc-2d14adc0c82b,Windmill On Chair,general_movement,Windmill On Chair,,False,bodyweight,70,88,95,65
2e80c02a-030c-4860-b230-8b3b620eafad,Standing Row Switching Palms,bent_over_row,Bent Over Row,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False,bodyweight,70,88,95,65
2e9b8eb8-101d-493e-a072-bafa90a0fda0,Squat Alternating Lunge,squat,Squat,"leg_press, leg_extension, lunge, leg_curl",False,bodyweight,70,88,95,65
2ea8381c-acc1-4425-9529-1d827008b6e4,Seated Single Arm Row (Cable),cable_row,Cable Row,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",True,cable,85,88,30,92
2eb38131-7c94-44cc-b563-662d1e06f2ee,Bottle Weighted Reverse Grip Concentration Curl,concentration_curl,Concentration Curl,"bicep_curl, preacher_curl, hammer_curl",False,bodyweight,70,88,95,65
2ebf37a0-7ae6-4111-97f9-938bdb15b72d,Leg Raise Hip Lift,leg_raise,Leg Raise,"crunch, plank, reverse_crunch",False,bodyweight,70,88,95,65
2ec2d36f-6aed-4e85-b7e2-f9a27c60e0af,Roll Shoulder Blade Reach Lying On Floor,shoulder_exercise,Shoulder Exercise,"shoulder_press, lateral_raise",False,bodyweight,70,88,95,65
2ed95e8f-ffe9-450e-bb67-5a80edb9cb84,Over Bench One Arm Reverse Wrist Curl (Dumbbell),reverse_curl,Reverse Curl,"bicep_curl, hammer_curl, wrist_curl",False,dumbbell,92,90,92,90
2edfef21-b5d1-4fc0-8da5-d3976aeb05dd,Hammer Press On Exercise Ball (Dumbbell),press,Press,"bench_press, shoulder_press",False,dumbbell,92,90,92,90
2eec990a-ce18-41ff-aa6a-e59bf1be8730,Forward Bend Back Stretch,back_stretch,Back Stretch,,False,bodyweight,70,88,95,65
2eee1f74-4e53-46db-b5f4-179ee5200998,Kneeling Reverse Palm Nudges,general_movement,Kneeling Reverse Palm Nudges,,False,bodyweight,70,88,95,65
2ef679f7-ba24-4a0f-b9cd-987965077b52,EZ (Barbell) Anti Gravity Press,press,Press,"bench_press, shoulder_press",False,barbell,95,80,65,95
2efbaa26-2541-4f82-99e0-620025a13874,Worlds Greatest Stretch,general_stretch,Stretch,,False,bodyweight,70,88,95,65
2f0d0c6c-f98b-4b61-8a14-e4241e7475a0,Suspender Woodchopper,woodchop,Woodchop,"russian_twist, oblique_crunch, plank",False,bodyweight,70,88,95,65
2f1d5267-ffc5-439f-b512-6c2e7fd38a31,Standing Shrug (Bodyweight),shrug,Shrug,"upright_row, deadlift, bent_over_row",False,bodyweight,70,88,95,65
2f228493-8265-4a46-ad1c-f9cb3ac02f26,Lever Ab Coaster Crunch,crunch,Crunch,"leg_raise, plank, russian_twist",False,machine,80,75,20,88
2f27713b-ad2c-403c-9e26-329335735ab6,Skipping (Bodyweight),general_movement,Skipping,,False,bodyweight,70,88,95,65
2f2c18d6-7cba-47c3-a770-54280e016c7c,Front Hop Back Hop,back_exercise,Back Exercise,"bent_over_row, lat_pulldown",False,bodyweight,70,88,95,65
2f2c1b13-f885-41c3-90f7-1887afd3b663,Jumping Single Leg Lunge,lunge_jump,Lunge Jump,"split_squat, step_up, squat, leg_press",False,bodyweight,70,88,95,65
2f4fd753-d4d2-4fb4-890c-e3b50609a2ad,Incline Hammer Press (Kettlebell),press,Press,"bench_press, shoulder_press",False,kettlebell,75,85,85,78
2f533ecd-da13-486b-acdb-fa01a8dd1a59,Triceps Pushdown (Resistance Band),tricep_pushdown,Tricep Pushdown,"tricep_extension, skull_crusher, dip",False,band,60,85,90,50
2f53b821-53ba-45f9-b80f-1ac2f8124f7a,Weighted Bench Dip,bench_dip,Bench Dip,"bench_press, tricep_pushdown, push_up",False,bodyweight,70,88,95,65
2f56b332-ef3d-46cf-a43a-c7313ebb3f63,Burpee Alternate Arm Leg Raise,leg_raise,Leg Raise,"crunch, plank, reverse_crunch",False,bodyweight,70,88,95,65
2f59fea1-99c4-476d-b734-f3f479ebcc55,Bottle Weighted Kneeling Squat,squat,Squat,"leg_press, leg_extension, lunge, leg_curl",False,bodyweight,70,88,95,65
2f65ba7b-7dcf-4931-8899-bac5f25eb8e4,Single Leg Lateral Hop,leg_exercise,Leg Exercise,"squat, leg_press",False,bodyweight,70,88,95,65
2f65c0bf-9d6f-4186-966c-66ec3ffc8607,Shoulder Adduction (Resistance Band),hip_adduction,Hip Adduction,"hip_abduction, sumo_squat, lunge",False,band,60,85,90,50
2f6a2bfb-1c16-4938-8c6d-80c3733bb486,Burpee Jump Box,burpee,Burpee,"push_up, squat_jump, mountain_climber",True,bodyweight,70,88,95,65
2f6d0c05-daa2-4b91-bd8d-0e4c8cdaadd2,EZ (Barbell) Bench Press,bench_press,Bench Press,"incline_bench_press, fly, tricep_pushdown, dip",True,barbell,95,80,65,95
2f7da4ce-7152-49a8-bdc8-0ccb1aa0dd9e,Goblet Squat Jump (Kettlebell),goblet_squat,Goblet Squat,"leg_press, leg_extension, lunge, leg_curl",False,kettlebell,75,85,85,78
2f81b000-b7af-4b16-a97d-a2cf06ee4daa,Bent Over Single Arm Neutral Grip Kickback (Cable),back_exercise,Back Exercise,"bent_over_row, lat_pulldown",False,cable,85,88,30,92
2f9a5200-770a-4980-9cdb-dac84264e3ea,Triceps Dip,dip,Dip,"bench_press, tricep_pushdown, push_up",True,bodyweight,70,88,95,65
2fa055d3-5c01-4b53-8b40-d2be0c24174c,Bicycle,general_movement,Bicycle,,False,bodyweight,70,88,95,65
2fb74bbb-317d-4820-b4ad-88b16ea83e85,Calf Forward Jump,calf_raise,Calf Raise,leg_press,False,bodyweight,70,88,95,65
2fb7699b-19e9-4e1f-aecc-533e4a95ac1c,Seated Reverse Fly On Chair,rear_delt_fly,Rear Delt Fly,"face_pull, lateral_raise, bent_over_row",False,bodyweight,70,88,95,65
2fc48608-0493-4aea-81ec-92b88fff8871,Suspender One Arm Biceps Curl,bicep_curl,Bicep Curl,"hammer_curl, preacher_curl, tricep_extension",False,bodyweight,70,88,95,65
2fd41933-a8e2-4850-b33f-3ad56b6ded6d,Incline Rear Fly (Dumbbell),incline_fly,Incline Fly,"fly, incline_bench_press",False,dumbbell,92,90,92,90
2fdc1a2a-c9dc-4a99-9a8f-792f4fefbfe7,Lying Triceps Extension (low) (Cable),skull_crusher,Skull Crusher,"tricep_extension, tricep_pushdown, dip",False,cable,85,88,30,92
30075aab-642a-4a1c-9660-b640e5abe174,One Arm Triceps Extension (on Bench) (Dumbbell),tricep_extension,Tricep Extension,"tricep_pushdown, skull_crusher, dip, bicep_curl",False,dumbbell,92,90,92,90
301c34d7-d0e6-41e8-8e95-a891d1e9d06c,Standing Side Tap Back Tap,back_exercise,Back Exercise,"bent_over_row, lat_pulldown",False,bodyweight,70,88,95,65
3023ec7d-e6c7-4ae5-b777-fa08f0f32770,Pulsing Squat Step Back,squat,Squat,"leg_press, leg_extension, lunge, leg_curl",False,bodyweight,70,88,95,65
303d1a56-368e-40bf-a6a9-d6ae93040b16,Lying Air Cycles,general_movement,Lying Air Cycles,,False,bodyweight,70,88,95,65
30505d95-7cb5-4263-a9f0-aaf0e1eb4784,Decline Bent Arm Pullover (Barbell),pullover,Pullover,"lat_pulldown, straight_arm_pulldown, fly",False,barbell,95,80,65,95
305d787f-a667-43b7-9cc4-6dde2fdb977e,Easy Downward Dog Yoga Pose,general_stretch,Stretch,,False,bodyweight,70,88,95,65
306281d9-480d-4dbd-8f97-eae1bcda1163,Forward Backward Lunge (Kettlebell),lunge,Lunge,"split_squat, step_up, squat, leg_press",False,kettlebell,75,85,85,78
30641a6a-f073-41c4-bd6b-0d39e6d41d68,Push Up Plank Jack Burpee,push_up,Push Up,"bench_press, fly, dip, tricep_extension",True,bodyweight,70,88,95,65
30816a50-44f4-4796-882c-1a88a52395db,Lying Flat Hip Raise,raise,Raise,"lateral_raise, front_raise",False,bodyweight,70,88,95,65
308dfd6e-1156-40a1-a0ad-6ce14ab9465a,Goblet Split Squat Front Foot Elevanted (Dumbbell),goblet_squat,Goblet Squat,"leg_press, leg_extension, lunge, leg_curl",False,dumbbell,92,90,92,90
308e4ad5-deb5-49ae-ac7c-294e5d927261,Side Step Arm Stretched,general_stretch,Stretch,,False,bodyweight,70,88,95,65
30952b5c-156f-4e73-ad11-28d0576a857e,Lever Triceps Extension,tricep_extension,Tricep Extension,"tricep_pushdown, skull_crusher, dip, bicep_curl",False,machine,80,75,20,88
309f31d9-900d-4523-af66-b36d6f70abb0,Standing Hip Horizontal And Saggital Rotation,general_movement,Standing Hip Horizontal And Saggital Rotation,,False,bodyweight,70,88,95,65
30aaebe6-6cdb-44c1-87c3-a47049cc99ca,Single Leg Calf Jump Stepbox Supported,calf_raise,Calf Raise,leg_press,False,bodyweight,70,88,95,65
30b52cac-ee96-4f45-8f1b-31025baddb85,Standing Neutral Grip Fly (Cable),fly,Chest Fly,"bench_press, incline_fly, push_up",False,cable,85,88,30,92
30bdc4f0-4e15-4e2f-90b0-49fb2d5f0157,Triceps Extension Stepback,tricep_extension,Tricep Extension,"tricep_pushdown, skull_crusher, dip, bicep_curl",False,bodyweight,70,88,95,65
30c0f601-93c8-43b4-bfdb-f55c9cac004b,Lying Leg Raise And Hold,leg_raise,Leg Raise,"crunch, plank, reverse_crunch",False,bodyweight,70,88,95,65
30ce7db4-888d-436c-a9de-dee040eac3ae,Lateral Hurdle Jump,general_movement,Lateral Hurdle Jump,,False,bodyweight,70,88,95,65
30d8e00e-8633-4453-bea2-e629332f376f,Seated Forearms Stretch,general_stretch,Stretch,,False,bodyweight,70,88,95,65
30f5ade5-c551-4d0c-b94c-4d5936427efc,Seated Open Up And Under Swing On A Chair,general_movement,Seated Open Up And Under Swing On A Chair,,False,bodyweight,70,88,95,65
31082d3d-b31b-4ad6-a6df-81dcf40ca5bf,Front Raise (Dumbbell),front_raise,Front Raise,"shoulder_press, lateral_raise, incline_bench_press",True,dumbbell,92,90,92,90
3109fca6-593c-4428-a500-a85cde2ed74a,Row In Doorway (Bodyweight),bent_over_row,Bent Over Row,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False,bodyweight,70,88,95,65
310ce0e6-0985-43b2-9325-20cb681ed3e7,Bicycle Recline Walk,general_movement,Bicycle Recline Walk,,False,bodyweight,70,88,95,65
310f8a74-9008-4068-a851-252851cc0b6b,Incline Jack Plank,plank,Plank,"crunch, leg_raise, russian_twist",True,bodyweight,70,88,95,65
3120277c-9f4b-4a58-80d2-69fb57a2badf,Bulgarian Split Squat With Support (Dumbbell),split_squat,Split Squat,"leg_press, leg_extension, lunge, leg_curl",False,dumbbell,92,90,92,90
31227a69-646f-42b5-a162-616bc042f548,Seated Shoulder Anti Clockwise Circle,shoulder_exercise,Shoulder Exercise,"shoulder_press, lateral_raise",False,bodyweight,70,88,95,65
3124c7b2-9d81-414f-bef7-3afcab1748d0,Trap Bar Farmers Carry,farmers_walk,Farmer Walk,"shrug, deadlift, lunge",False,bodyweight,70,88,95,65
3126a3d0-7f9f-4db7-b88f-2d7a79e46dfc,Roll Ball Adductors,hip_adduction,Hip Adduction,"hip_abduction, sumo_squat, lunge",False,bodyweight,70,88,95,65
31325895-529c-45d7-b0de-25f82c9ae9b0,Quarter Sit Up,crunch,Crunch,"leg_raise, plank, russian_twist",True,bodyweight,70,88,95,65
313ac832-ca06-48d0-aba0-d73921c35174,Lying Straight Leg Marches,leg_exercise,Leg Exercise,"squat, leg_press",False,bodyweight,70,88,95,65
314c9398-d0db-466d-8818-34433bfb5439,Lying Knee Hugs Circle,general_movement,Lying Knee Hugs Circle,,False,bodyweight,70,88,95,65
316781cd-79a6-4c2d-8548-7bfc67bc07cc,Finger Raises Plank,plank,Plank,"crunch, leg_raise, russian_twist",True,bodyweight,70,88,95,65
31696ba7-5d6c-4fae-8e03-fb5aa6ba6501,Standing Archer Alternate Arm Row,bent_over_row,Bent Over Row,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False,bodyweight,70,88,95,65
316b9fc9-3a95-4f0c-b813-19f9e5f232db,Suspender Hyperextension,back_extension,Back Extension,"romanian_deadlift, good_morning, glute_bridge",False,bodyweight,70,88,95,65
31867a05-6b79-4060-b67d-6bc8d85f1f50,Step Up,step_up,Step Up,"lunge, split_squat, squat",False,bodyweight,70,88,95,65
319ba0cb-cbd4-402b-bc11-329082ce250f,Open And Knee Tuck On A Padded Stool,general_movement,Open And Knee Tuck On A Padded Stool,,False,bodyweight,70,88,95,65
31b0d088-6a7d-4887-a4b6-cba34e477829,Weighted Plate Pullover On Stability Ball,pullover,Pullover,"lat_pulldown, straight_arm_pulldown, fly",False,bodyweight,70,88,95,65
31c33356-2020-493e-a52e-974fc16152f9,Standing Hip Saggital Rotation With Hands Overhead,general_movement,Standing Hip Saggital Rotation With Hands Overhead,,False,bodyweight,70,88,95,65
31c73124-5dc0-497e-900c-d6a91344d4e0,Rocking Happy Baby,core_exercise,Core Exercise,"crunch, plank",False,bodyweight,70,88,95,65
31cc4b68-cb14-47f0-b037-c7b423b26aaf,Low Plank Leg Raise,leg_raise,Leg Raise,"crunch, plank, reverse_crunch",False,bodyweight,70,88,95,65
31d73b9b-d4f3-4615-8db6-9098d9cf1e1a,Lying Stretch,general_stretch,Stretch,,False,bodyweight,70,88,95,65
31f1ef42-2419-4fdc-87b5-a3542eca43e9,Leg Kickback (Resistance Band),back_exercise,Back Exercise,"bent_over_row, lat_pulldown",False,band,60,85,90,50
31f2dbff-7c17-40b9-b993-cf14456d046d,Inverted Row With Straps,inverted_row,Inverted Row,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False,bodyweight,70,88,95,65
31f76f3c-2702-49cf-b765-687ccc9646ec,Seated Alternate Arms Rotation,arm_exercise,Arm Exercise,"bicep_curl, tricep_extension",False,bodyweight,70,88,95,65
32161da6-4c69-4d77-81ea-75f6113b3e4c,One Legged Diagonal Kick Hamstring (stability Ball),leg_exercise,Leg Exercise,"squat, leg_press",False,bodyweight,70,88,95,65
3224aa4c-c21c-4cc9-af9f-71fd003fe12e,Lying Femoral (Dumbbell),general_movement,Lying Femoral,,False,dumbbell,92,90,92,90
3245756a-aac3-49f8-a527-cf5e27e92106,Standing Double Arm Crossover And Double Prayer Pu,arm_exercise,Arm Exercise,"bicep_curl, tricep_extension",False,bodyweight,70,88,95,65
3245f77d-ab76-4aab-b5e0-2501847f8c08,Seated Finger Clap,general_movement,Seated Finger Clap,,False,bodyweight,70,88,95,65
324825f8-f903-47d4-91f5-b1056a594503,Russian Twist Chop,russian_twist,Russian Twist,"oblique_crunch, woodchop, side_plank",False,bodyweight,70,88,95,65
324ba061-56dc-4d77-9d74-471601daa5cd,Upright Row (Barbell),upright_row,Upright Row,"lateral_raise, shrug, shoulder_press",False,barbell,95,80,65,95
324c55b8-688c-466e-8100-3356c141bd0a,Squat (on Knees) (Barbell),squat,Squat,"leg_press, leg_extension, lunge, leg_curl",True,barbell,95,80,65,95
3253e4b7-20d3-437f-9896-2a067dfd7668,Horizontal Pallof Press (Band),press,Press,"bench_press, shoulder_press",False,band,60,85,90,50
3254865f-8fca-4a07-9569-1e1c615c3f63,Double Alternating Hang Clean (Kettlebell),hang_clean,Hang Clean,"deadlift, front_squat, snatch, shrug",False,kettlebell,75,85,85,78
3255312e-a329-4748-96b3-988166995c31,Leg Raise Hip Lift,leg_raise,Leg Raise,"crunch, plank, reverse_crunch",False,bodyweight,70,88,95,65
325630d1-18c0-4df2-85cc-cc7470b92798,Decline Sit Up,crunch,Crunch,"leg_raise, plank, russian_twist",True,bodyweight,70,88,95,65
3259583b-29b8-4cb5-be3a-2afbf4bdd0dc,Front Scoops,general_movement,Front Scoops,,False,bodyweight,70,88,95,65
32664564-77f6-4978-981a-25bbf7e3c911,Bench Pull Ups,pull_up,Pull Up,"lat_pulldown, bent_over_row, bicep_curl",True,bodyweight,70,88,95,65
326d04f8-5ca3-4eb5-bbc8-e7ee1a907149,Landmine Squat,squat,Squat,"leg_press, leg_extension, lunge, leg_curl",False,bodyweight,70,88,95,65
326d8111-719f-453f-89c9-337ac0614088,Fly (stability Ball) (Dumbbell),fly,Chest Fly,"bench_press, incline_fly, push_up",True,dumbbell,92,90,92,90
3277d293-5548-4b68-a3d2-dde2d7bc23d3,Feet Front Tap,general_movement,Feet Front Tap,,False,bodyweight,70,88,95,65
3290c31d-7599-4392-872a-43449c846d65,Seated High Row (V Bar) (Cable),cable_row,Cable Row,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",True,cable,85,88,30,92
32931d4d-68f5-4409-82b2-10bffbf5e2b1,Standing Boat Row,bent_over_row,Bent Over Row,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False,bodyweight,70,88,95,65
329ea72f-aaf3-4ef4-9224-750eab0fe812,Vertical Pallof Press (Cable),press,Press,"bench_press, shoulder_press",False,cable,85,88,30,92
32a0619f-82aa-485f-9a05-777565bf39cf,Dip Leg Raise A Padded Stool Supported,dip,Dip,"bench_press, tricep_pushdown, push_up",True,bodyweight,70,88,95,65
32a50f3e-6d66-4aa2-9a5e-76053743edb7,Standing W Pose (Bodyweight),general_stretch,Stretch,,False,bodyweight,70,88,95,65
32c01803-1ed7-482f-9873-9fced160f49a,Scapula Elevation Depression,press,Press,"bench_press, shoulder_press",False,bodyweight,70,88,95,65
32c096c2-e24e-4dc5-8b44-127f33067334,W To Y Superman,general_movement,W To Y Superman,,False,bodyweight,70,88,95,65
32c17747-f8e1-4f71-b8af-19141015badb,Protraction Plank Jack,plank,Plank,"crunch, leg_raise, russian_twist",True,bodyweight,70,88,95,65
32c1d8e0-3cdb-4ae5-be46-3d0ce59df6c9,Knee Tap Sky Reach,general_movement,Knee Tap Sky Reach,,False,bodyweight,70,88,95,65
32c43475-7443-42e1-a362-b0b0cb7cfeb2,Lying Double Glute Lift,glute_exercise,Glute Exercise,"hip_thrust, glute_bridge",False,bodyweight,70,88,95,65
32c91fd5-af14-48c7-ad5c-8ddbf2215e44,Superman Arm Crossover,arm_exercise,Arm Exercise,"bicep_curl, tricep_extension",False,bodyweight,70,88,95,65
32cd9163-8067-4069-b758-7a59b6615b2c,Plank Jack On A Padded Stool,plank,Plank,"crunch, leg_raise, russian_twist",True,bodyweight,70,88,95,65
32f2c83b-5119-49af-bfc0-968a5c715327,Reverse Grip Incline Row (Dumbbell),bent_over_row,Bent Over Row,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False,dumbbell,92,90,92,90
32f5c04f-6bcf-456f-9584-617f25e494d8,EZ (Barbell) Reverse Grip Curl,reverse_curl,Reverse Curl,"bicep_curl, hammer_curl, wrist_curl",False,barbell,95,80,65,95
32fa33d2-a324-4993-bc17-e5b400599e75,Low Lunge Stretch,general_stretch,Stretch,,False,bodyweight,70,88,95,65
330855af-da39-48d4-91ce-44c2e5f0457e,Groin Crunch,crunch,Crunch,"leg_raise, plank, russian_twist",True,bodyweight,70,88,95,65
33104693-e2b7-4906-9798-260c446450f4,Alternating Swing (Kettlebell),kettlebell_swing,Kettlebell Swing,"hip_thrust, deadlift, clean",False,kettlebell,75,85,85,78
3319c926-ec60-4009-9b95-bfac248ea97d,Weighted Hanging Leg Hip Raise,raise,Raise,"lateral_raise, front_raise",False,bodyweight,70,88,95,65
33234de1-03db-495a-8ffa-9790b81e06db,Sitting Side Step Tuck On A Padded Stool,general_movement,Sitting Side Step Tuck On A Padded Stool,,False,bodyweight,70,88,95,65
33242499-6121-4f44-9af7-8874d54348d2,Standing Overhead Triceps Extension (Barbell),overhead_tricep_extension,Overhead Tricep Extension,"tricep_pushdown, skull_crusher, dip, bicep_curl",False,barbell,95,80,65,95
332e373d-4177-49e7-8281-c1278bfe021a,Incline Breeding (Dumbbell),general_movement,Incline Breeding,,False,dumbbell,92,90,92,90
333a3317-4115-43a6-aa74-4ab2f21942df,Chest Fly Arms,fly,Chest Fly,"bench_press, incline_fly, push_up",False,bodyweight,70,88,95,65
3342cb11-d46e-4599-8f56-e4fc34d54fd2,Single Leg Sprinter,running,Running,,False,bodyweight,70,88,95,65
3347901c-8d71-401e-b295-1772d178c8d7,Plank Arm Lifts,plank,Plank,"crunch, leg_raise, russian_twist",True,bodyweight,70,88,95,65
334a8a6a-d917-4a46-bee0-b884295c069e,Stepback Flap,back_exercise,Back Exercise,"bent_over_row, lat_pulldown",False,bodyweight,70,88,95,65
334b5c95-e370-4256-abdc-dc1339b68d8c,Suspender Pike,general_movement,Suspender Pike,,False,bodyweight,70,88,95,65
334c00ea-600e-4bef-aeb5-0508b5e3c9d8,Ankle Circles,general_movement,Ankle Circles,,False,bodyweight,70,88,95,65
334e2dd3-ffbd-43c2-a59d-8e898a16a1c9,Lying T Raise,raise,Raise,"lateral_raise, front_raise",False,bodyweight,70,88,95,65
33643037-3f16-48bd-aee2-03c3e9d1e81c,Skater Hops,general_movement,Skater Hops,,False,bodyweight,70,88,95,65
3365de84-1227-4340-8dc9-f9d9aa4542a5,Seated Learning Back Stretch,back_stretch,Back Stretch,,False,bodyweight,70,88,95,65
3366484a-8859-4a21-aa83-39194e753ae3,Lever Seated Row,cable_row,Cable Row,"lat_pulldown, face_pull, bicep_curl, rear_delt_fly",False,machine,80,75,20,88
3369101b-e5b8-44af-ae5f-f5a50a484f83,Contralateral Reverse Lunge (Kettlebell),reverse_lunge,Reverse Lunge,"split_squat, step_up, squat, leg_press",False,kettlebell,75,85,85,78
336d9125-5d8d-4cd1-862c-e9740d2bf6f3,Isometric Hold Close Grip Chin Up,chin_up,Chin Up,"lat_pulldown, bent_over_row, bicep_curl",True,bodyweight,70,88,95,65
33817695-db7c-4c15-9540-a8f833ed7899,Weighted Bag Walking Lunge,walking_lunge,Walking Lunge,"split_squat, step_up, squat, leg_press",False,bodyweight,70,88,95,65
33828915-00ca-4bc8-8a88-6a316b958820,Plank Side Walk,side_plank,Side Plank,"crunch, leg_raise, russian_twist",False,bodyweight,70,88,95,65
33879284-cfd9-40f1-aa74-bb938f9a678a,Kneeling Staggered Push Up,push_up,Push Up,"bench_press, fly, dip, tricep_extension",True,bodyweight,70,88,95,65
33913a11-a372-4955-b0e6-669d6f0cddf8,Lying Legs Extension Abduction,hip_abduction,Hip Abduction,"hip_adduction, glute_kickback, hip_thrust",False,bodyweight,70,88,95,65
339375e2-bd81-42a6-a207-0ad115e85604,Kneeling Push Up Jack,push_up,Push Up,"bench_press, fly, dip, tricep_extension",True,bodyweight,70,88,95,65
33a38a30-477e-4780-ba3a-ae97fa05ee89,Lever Calf Raise (bench Press Machine),bench_press,Bench Press,"incline_bench_press, fly, tricep_pushdown, dip",False,machine,80,75,20,88
33b93ee5-4d37-41bf-8257-bf17bf970e9a,Alternate Low Chest Fly (Band),fly,Chest Fly,"bench_press, incline_fly, push_up",False,band,60,85,90,50
33cedb02-9829-479e-bf4c-852e571e3b92,Lying Bent Knee Tibialis Press,press,Press,"bench_press, shoulder_press",False,bodyweight,70,88,95,65
33d044d0-d0a9-4154-9edf-00e5bcfbca3f,45 Degrees Side Bend,general_movement,45 Degrees Side Bend,,False,bodyweight,70,88,95,65
33fccca8-1098-484a-ae4a-0e82f4cea6cf,Lunge With Leg Lift,lunge,Lunge,"split_squat, step_up, squat, leg_press",False,bodyweight,70,88,95,65
33fee322-9535-44bf-a773-372f77dfa2b2,Lying Single Arm Slide From Y To T,arm_exercise,Arm Exercise,"bicep_curl, tricep_extension",False,bodyweight,70,88,95,65
340d6aa7-18ab-4302-8fd8-bac1fdb89993,Windmill Cut (Bodyweight),general_movement,Windmill Cut,,False,bodyweight,70,88,95,65
340e1976-641f-48e1-b8c9-2fbf013001f3,Air Twisting Crunch,crunch,Crunch,"leg_raise, plank, russian_twist",True,bodyweight,70,88,95,65
341830ff-ae53-4db1-b4a6-52024dcc23a6,Superman Push Up,push_up,Push Up,"bench_press, fly, dip, tricep_extension",True,bodyweight,70,88,95,65
342288d9-a052-4942-8201-8bfa044beaa3,Pulldown (pro Lat Bar) (Cable),lat_pulldown,Lat Pulldown,"pull_up, bent_over_row, bicep_curl, face_pull",True,cable,85,88,30,92
34238e1c-de21-4db4-81eb-ced10e8fedf0,Split Squat Front Foot Elevanted (Dumbbell),front_squat,Front Squat,"leg_press, leg_extension, lunge, leg_curl",False,dumbbell,92,90,92,90
343eb617-93a6-4836-9aed-76293e7ed7bb,Elevated Legs Hip Thrust,hip_thrust,Hip Thrust,"glute_bridge, romanian_deadlift, leg_curl",False,bodyweight,70,88,95,65
3442bf02-e493-41af-a378-841e68b5139b,Side Bridge,general_movement,Side Bridge,,False,bodyweight,70,88,95,65
3443921c-2b7a-4fee-98bc-064b7e9d88dc,Side Hop Ski,general_movement,Side Hop Ski,,False,bodyweight,70,88,95,65
3446fa76-c964-4b7a-9c12-7e32e03f141c,Hip Thrust (Bench) (Barbell),hip_thrust,Hip Thrust,"glute_bridge, romanian_deadlift, leg_curl",False,barbell,95,80,65,95
34477dfa-8f36-4921-bb33-694089c4641e,Hip Thrust Side Step,hip_thrust,Hip Thrust,"glute_bridge, romanian_deadlift, leg_curl",False,bodyweight,70,88,95,65
34519ee9-034d-4269-b2ea-54daa0a89b36,Deadlift Shin Tap (Bodyweight),deadlift,Deadlift,"romanian_deadlift, bent_over_row, hip_thrust, squat",False,bodyweight,70,88,95,65
34521322-8dcb-4e21-9583-c6673c82ea04,Lying Supine Hip Abduction (Resistance Band),hip_abduction,Hip Abduction,"hip_adduction, glute_kickback, hip_thrust",False,band,60,85,90,50
345916fc-03d1-4b50-b00f-f84e25c4bedd,Smith Reverse Grip Press,press,Press,"bench_press, shoulder_press",False,smith_machine,72,70,25,80
3459b8f6-c1b9-4cf6-94d5-60f73b6447c9,Seated Side Bend With Arm Up On Chair,arm_exercise,Arm Exercise,"bicep_curl, tricep_extension",False,bodyweight,70,88,95,65
345ac913-fb04-49e5-b751-c4bd9f0d75d2,Sitting Leg Extension (Dumbbell),leg_extension,Leg Extension,"squat, leg_press, leg_curl",False,dumbbell,92,90,92,90
345d3683-e43a-4d31-8a12-4b18987e6902,Bottle Weighted Svend Press,press,Press,"bench_press, shoulder_press",False,bodyweight,70,88,95,65
34625812-6843-4e51-9ef6-95bc3c43dd3f,Side Squat Step (Bodyweight),squat,Squat,"leg_press, leg_extension, lunge, leg_curl",False,bodyweight,70,88,95,65
346fed68-6092-463f-a9b3-0d3c520d6d17,Kneeling Side Crunch (Cable),oblique_crunch,Oblique Crunch,"leg_raise, plank, russian_twist",False,cable,85,88,30,92
347fd40e-d2b5-455e-9640-828beb4280bb,Mountain Climber,mountain_climber,Mountain Climber,"plank, burpee, high_knees",False,bodyweight,70,88,95,65
34885634-c59f-49ca-bb04-fc2b0e2aa0cc,Bodybuilding Pose,general_stretch,Stretch,,False,bodyweight,70,88,95,65
348a570c-4501-4006-8cc3-8a81fa78ae0f,Seated Hip External Rotation,general_movement,Seated Hip External Rotation,,False,bodyweight,70,88,95,65
348c8a43-8d93-44fc-a2c4-54d6bccace02,Lying Frog Push Abduction,hip_abduction,Hip Abduction,"hip_adduction, glute_kickback, hip_thrust",False,bodyweight,70,88,95,65
34a7c83d-b03d-4d65-9526-c6897fc98863,Overhead Carry (Kettlebell),farmers_walk,Farmer Walk,"shrug, deadlift, lunge",False,kettlebell,75,85,85,78
34b17f25-9e9f-4012-bb15-9af030213d25,Ape Traverse,general_movement,Ape Traverse,,False,bodyweight,70,88,95,65
34d6c805-cb58-4d07-9763-9c3d7b29ba52,Double Leg Stretch,general_stretch,Stretch,,False,bodyweight,70,88,95,65
