id,name,equpiment,exercise_type,is_compound,difficulty_level,supersetable,duration_based,hypertrophy_rating,strength_rating,fat_loss_rating,endurance_rating,general_fitness_rating,optimal_rep_range_min,optimal_rep_range_max,recommended_sets,rest_seconds,fatigability,muscles_worked_count,build_muscle_reps,get_lean_reps,endurance_reps,general_fitness_reps
410b213f-0f2e-4335-bb79-35555733ae07,Standing Single Delt Row (Cable),,strength,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
410f0574-64db-4305-bba0-d740bcee6ec3,Lever Seated Reverse Fly,,strength,False,beginner,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
413647ed-1774-4c3f-a372-ae978c572963,Standing Folded Arm Lift And Side Nudge,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4137627a-e5cc-4936-b030-eecff499abb4,Sitting Foot Extensors Stretch On A Chair,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
413ca7b2-3a77-496a-8c17-f3d3f9848b13,Kneeling Single Arm Fly (Cable),,strength,False,advanced,True,False,8,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
41497b2b-0b85-4c1b-b3e8-a70707916695,Side Step Pick And Carry,,strength,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
414caacf-2fa9-4811-adbf-6891bb07cd6c,Seated Switch Jump With Arms Lift On Chair,,plyometrics,False,beginner,True,False,4,5,9,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
4158eeb7-31a3-4452-a82f-e9b42223ae38,Triceps Extension In Cross Legged Positio (Dumbbell),,strength,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
415eaba3-80b1-49c7-b174-11745b16d9ec,Side To Side Hop,,plyometrics,False,intermediate,True,False,4,5,9,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
416290e0-d47e-4579-870d-f58a94a2732d,Puppy Pose,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
416e50f3-7280-4072-99f6-d892577eaa56,Standing Assisted Abduction With Rope,,strength,False,beginner,True,False,7,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
416f6ffa-4448-45cd-9ddf-35391c4950da,Standing Hip Abduction (Resistance Band),,strength,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
4174de38-0385-4d1c-b2a5-3b01b97a9e3e,Sitting Sciatic Nerve Mobilization,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
41815f73-26de-4d98-93fc-26343d1c2d31,Seated Calf Raise (Dumbbell),,strength,False,intermediate,True,False,9,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
41889a20-78b7-48fd-b992-6a1081cf2659,Side Step Sprinting Arms,,cardio,False,intermediate,False,True,2,2,9,10,8,1,1,1,60,7,5,N/A,N/A,N/A,N/A
418a792e-b633-4d35-9e4c-34eec3ff2b12,Incline Pullover (Dumbbell),,strength,True,intermediate,True,False,9,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
41957d06-f644-4cd8-945d-7d2cb31d8624,Single Leg Kas Glute Bridge (Bodyweight),,strength,False,beginner,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4196487a-ccd0-4a85-8bc5-b62703a96f6b,Bent Over Row (Dumbbell),,strength,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
419bbde3-8c99-4c1c-ba00-83cefe905004,Single Arm Punch And Side Knee Raise,,strength,False,advanced,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
419fedac-5261-4d22-b42a-5e8d9b5e5935,Bent Knee Back To Side Kick,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
41a5cc52-fb9e-46a4-b907-3558619017f2,Couch Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
41b03cae-6ba7-4943-a76b-7fe598723db2,Standing Torso Twist Arms Swing,,strength,True,intermediate,True,False,8,8,8,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
41b23391-c3dd-4340-a6dd-064d899bc22c,Lying Rear Delt Row (Kettlebell),,strength,False,intermediate,True,False,10,10,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
41b432bb-08d8-4352-9b61-05d0edc45048,Standing Rear Delt Row (Band),,strength,False,intermediate,True,False,10,10,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
41bee327-fe3f-42a6-ae86-06173344957a,Sitting W Pose On A Chair,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
41d51bd0-d3cc-4b06-98ee-15805acabd6d,Lever Chest Press,,strength,True,beginner,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
41ee8ef4-f35b-49f0-8c37-f21c454bd225,Kneeling Reach And Thread,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
41ef31b9-b967-4de9-a3c2-50eddbbefc82,Standing Calf Raise (Barbell),,strength,False,intermediate,True,False,9,6,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
421e9c19-63e1-4f1e-b5f2-22025cb156d5,Jack Plank (medicine Ball),,strength,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
42244530-106a-473d-91d3-247c91d8a370,Lying Triceps Extension Skull Crusher (Barbell),,strength,False,intermediate,True,False,9,6,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4239e435-61cd-4123-8887-8b2d8e3ac5c5,Lever Bent Over Row (with Chest Support),,strength,True,beginner,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
423bbecb-2dfc-49d3-bf58-8fc8f95950a7,Lateral Pulldown With Mag Grip (Cable),,strength,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
4252d32e-f40e-4a8b-976a-2db7cad5dedb,Assisted Side Lying Adductors Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
427247eb-93f4-4496-aadb-dc65267299ec,Cat Stretch M,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
42794cfa-9c2e-41a7-b6b8-9bde039cebee,Incline Bench Press (Barbell),,strength,True,intermediate,True,False,10,10,7,5,8,5,10,4,120,7,4,6-10,10-10,15-15,5-10
428b4d71-5c80-4885-bd9d-206ef0783c2f,Frogger,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4298ab4d-040b-4cbf-a1ad-d93ea4928b87,Weighted Leg Extension Crunch,,strength,False,advanced,True,False,8,5,5,6,6,12,20,3,60,6,2,12-12,12-20,15-25,12-20
42ad399f-086c-4756-b171-a1ee01bdea35,Standing Leg Half Circle Against Wall,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
42ade308-9970-4912-969a-7c8698d92797,Double Knee To Toe Touch,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
42af6fa6-82a2-4619-a97b-4304989cd561,Lying Arm Crossover,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
42b02bf5-b99e-4511-81b5-ea4fe6ee3ee1,Seal To Puppy Pose,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
42b524aa-428a-4ea6-a8c6-f28c15bfead5,Lizard Pose,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
42c34fae-c568-449c-b967-cbf2f39fe192,Lever Squat (plate Loaded),,strength,True,beginner,False,False,10,10,8,5,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
42d10569-e176-453c-af15-c80c9ce5de6b,Weighted Seated Neck Extension (with Head Harness),,strength,False,advanced,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
42e2642c-b6a8-475b-a951-d7c37df41b43,Elbow To Knee Decline Side Plank,,strength,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
42ed5fe2-2c07-4bf9-9307-0d5156655f33,Wipe And Hip Sways,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
42fa17e0-293a-46ff-933f-3b82b266c5ce,Side Knee Leg Raise Pressdown,,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
42fb52ca-1ddc-49dd-afe0-cde1aa55274f,Sphinx Pose Opening,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
430cbb30-d300-48df-a918-a6b1092010ca,Easy Yoga Pose,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
431754d2-ae2f-4ebe-9be2-de7d6c3d3ac5,L Sit Chin Up,,strength,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
432682b1-37ba-4d19-9032-dd936114b1cc,Seated Neck Backward Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
43345fbc-b578-4994-8f39-0f338d30527c,Seated Side Crunch (wall),,strength,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
435112ae-56ae-4fb9-a2af-b7da619781ab,Lying Biceps Curl (Cable),,strength,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
435565eb-67cd-47f9-bf2a-313fa5805696,Sitting Diagonal Side Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
435ca1e0-eddf-451d-8549-03369f3cc932,W Pose Against Wall,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
437d7da2-4e40-43c8-8ecc-867b8b2abd43,Seated Shoulder Press (Band),,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
43976eac-6e6a-49c0-834c-a278bbb51bd3,Slip Right Slip Left Left Hook Cross (combo),,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4398707d-6187-4090-b7d0-295ab06d88d4,Standing Overhead Shoulder Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
43ba82cd-2931-4620-b14e-211280d30922,Dolphin Pose,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
43bdc466-55ad-4b60-aa93-711da9b4114e,Standing Around The World (Resistance Band),,strength,False,intermediate,True,False,7,5,5,6,3,10,15,3,60,4,2,10-12,10-15,15-20,10-15
43da7e4f-2f2f-4b6a-988e-7fcf2cfb129c,Bottle Weighted Bent Over Row,,strength,True,advanced,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
43de97c0-c69b-4e34-894f-98673e30ca1d,Bent Over Single Arm Neutral Grip Kickback (Rope) (Cable),,strength,False,advanced,True,False,8,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
43df2e82-0021-483b-adb6-fa13bc1b3eef,Sumo Stance Side Lunges,,strength,True,intermediate,True,False,8,8,8,5,9,6,12,4,90,7,4,6-12,10-12,15-17,6-12
43e02998-e762-4e2c-8ff9-bd1fd63390e4,Kneeling Hold To Stand (Kettlebell),,strength,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
43e33e5f-2c9e-4f11-8546-1c12b3b02c0b,Calf Raise And Front Squat (Bodyweight),,strength,False,beginner,False,False,10,10,8,7,9,12,20,3,60,4,2,12-12,12-20,15-25,12-20
43f0b6b7-44cd-4e86-8628-8a8c527343ce,Incline Pushdown (Cable),,strength,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
43fbbfce-6e65-4510-9b8e-27b56f909774,Lever Hip Extension,,strength,False,beginner,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
441746bc-01d3-48d2-ba05-33b9bb7b660a,Shoulder Transverse Flexion,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
441fa386-7a80-4e8f-9024-51cbefbe8bb3,Ring Decline Push Up,,strength,True,intermediate,True,False,8,8,7,5,9,6,12,4,90,7,4,6-12,10-12,15-17,6-12
442126d6-8679-453e-b774-c346441b4c0f,Roll Thoracic Spine Lying On Floor,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
442bc2d7-b17f-4e6b-9ced-96c6d691ed45,Seated Chest Fly (Cable),,strength,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
443033f5-2fee-425c-9445-e29af3743cb3,Side Squat,,strength,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
4433dd1a-1240-4896-9965-5947c39fe88c,Over Bench One Arm Wrist Curl (Dumbbell),,strength,False,advanced,True,False,9,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
444b2972-ad10-4396-a3b9-88d2922a73df,Sitting Side Bend On A Chair,,strength,False,beginner,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
444ea37b-1fd4-45c0-b0ba-349654496425,Standing Toe Down Hamstring Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
4456b8d9-15a9-4435-afc6-f5e7637bc8d1,Back Kick Overhead Press,,strength,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
4458e20e-29c8-4c97-a2dc-e0fd9c0a38f7,Sumo Squat,,strength,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
44731918-6ac4-435c-833d-900ef45471a5,Lever Abdominal Leg Raise,,strength,False,beginner,True,False,8,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
4477035a-f10d-456a-9fb4-905615740ca5,Ring Inverted Row,,strength,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
447c1ebb-c587-4d71-968c-a4b05b4318a7,Alternate Side Press (Dumbbell),,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
44868de0-cca5-41bb-acc5-0cf239a13877,Overhead Leg Lift Tap,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4488783c-5cb7-4a7b-8f3f-6d6926443add,Gobelt Curtsey Lunge (Dumbbell),,strength,True,intermediate,True,False,9,8,8,5,9,6,12,4,90,7,4,6-12,10-12,15-17,6-12
44917f50-05ab-41a4-990a-84ada3346a7a,Reverse Grip Pushdown (Cable),,strength,False,intermediate,True,False,8,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
44a2963f-fab0-49e7-96f0-57bdbc1ac16b,Kneeling Shoulder Bottom Up Hold (Kettlebell),,strength,False,intermediate,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
44a2c02e-b765-4444-93ae-8b10f9129b04,Mid Back Elbow Squeeze,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
44b67b6a-5b1b-44b9-a73c-75cf6d24dae8,Neutral Grip Chest Press (Cable),,strength,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
44b84594-1358-42eb-9711-608ace469dd0,Squat Twist (Band),,strength,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
44b96390-e9a2-4dab-bd44-c9ab2d7f362b,Pull Through (Band),,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
44bef00d-259b-4b51-946f-f8895f12557b,Seated Double Jab On Chair,,strength,False,beginner,True,False,7,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
44c2df45-ef16-4414-8322-07ba960c20da,Plank Scapular Push Up,,strength,True,intermediate,True,False,8,8,7,7,9,6,12,4,90,7,4,6-12,10-12,15-17,6-12
44cb54d0-92d4-416f-9477-4dca950941c2,Clean Grip Front Squat (Barbell),,strength,True,advanced,False,False,10,10,8,5,9,5,10,4,120,9,6,6-10,10-10,15-15,5-10
44de55a9-6df8-4df0-9920-5602fdd69148,Overhead Triceps Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
4508d252-0d03-41b4-9d0c-5dab19f7587e,Oblique Crunches Floor,,strength,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
451bfd52-7396-4eed-8f2c-d7033ed17861,Standing Wide Good Morning,,strength,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
451e77ff-ac6e-4833-993f-93c70306f95f,Seated Legs Circle Over Bench,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4528fe92-0774-46d3-bdf8-70b0a0bad331,Bench Hip Extension,,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
452d1621-0773-428b-80c3-b2cc236d1f08,Russian Twist,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4531a2e7-119a-41ae-ad9f-b265a8f80424,Lever Seated Bent Over Rear Delt Fly,,strength,False,beginner,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
453e8583-ed96-4ee5-97f3-a2a7833534bd,Roll Triceps Side Lying On Floor,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
45484579-ba71-4437-9cb8-b93e674e4b4a,Standing Preacher Curl (Dumbbell),,strength,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
454c4f69-d093-4e8c-83b9-4c4b374463eb,Poliquin Step From Stepbox (Bodyweight),,strength,False,beginner,True,False,7,5,5,7,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
45627255-f6a6-4e3a-a9e5-b6755738dcba,Pullover Dead Bug (Kettlebell),,strength,True,intermediate,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
4567dcce-99d6-4cfa-bc96-bfef13d2cc10,Monster Walk,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
45753a6f-8271-4a7b-9429-f8eccc4f5074,Leg Front Kick,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
45868195-e059-4c7f-9a55-1782d8d30efa,Burpee Side Tap Step Jack,,plyometrics,True,intermediate,True,False,4,5,10,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
4587ee7b-b245-4dce-a762-4b303b7df484,Lying Extension (across Face) (Dumbbell),,strength,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
458a734f-ee74-4d58-acaa-3c2746001d4b,Sumo Squat Front Raise (Dumbbell),,strength,False,intermediate,False,False,10,10,8,6,9,10,15,3,60,4,2,10-12,10-15,15-20,10-15
458e8759-6745-4a08-8f6c-fbb053ec4e7c,Step Knee Thrust,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
458fae5a-3d4b-46cd-b94e-ae84b027bfc9,Table Top Bridge Pulse,,strength,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
459c7e6f-3118-4ec6-a01b-14e671bb2cb8,Alternate Single Leg Sit Wall,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
45a994ab-4562-4914-9419-46b06f2513e9,Air Pillow Balance Counterbalanced Skater Squat,,plyometrics,True,intermediate,False,False,10,10,9,8,9,8,15,3,60,8,5,8-12,10-15,15-20,8-15
45ac54e6-0b93-44cc-a882-8ee1baf8cf0b,Lying Heel To Heel Dragback,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
45b93fef-5faa-468f-9654-e0679a268b2e,Seated Bench Extension (Dumbbell),,strength,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
45c602e6-da9b-4d5a-9a5d-7eef75a5662c,Sitting Russian Twist On A Chair,,strength,False,beginner,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
45c90ded-1840-4bc5-9d3c-0338e77aa733,Calf Raise From Deficit With Chair Supported,,strength,False,advanced,True,False,8,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
45d2ee0d-ad6a-43b2-83da-69297e76a9cf,One Arm Lateral Raise (Dumbbell),,strength,False,advanced,True,False,9,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
45d493ba-7f82-4194-a1cc-2aa6eff7b099,Burpee Two Star Jumps,,plyometrics,True,intermediate,True,False,4,5,10,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
45e11e44-d0fc-4121-b0a0-45bdd8cfc00e,Deep Push Up Hold,,strength,True,intermediate,True,False,8,8,7,7,9,6,12,4,90,7,4,6-12,10-12,15-17,6-12
45efe324-cb0e-4cfb-8a53-8699c402e347,Faber Test,,strength,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
45f5a77d-94f2-4bb9-807e-a7a89fc239ec,Dynamic Leg Swing,,strength,True,intermediate,True,False,8,8,8,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
45fa6c9b-3d22-44b7-b490-57f03d767a5d,Side Split,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
460dc0b8-5f3c-484f-b3eb-be914584bf2c,Extra Decline Sit Up,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
460f76d3-c0b4-4aca-b374-3352d8da82a7,Bottle Weighted Overhead Triceps Extension,,strength,False,advanced,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4620e85c-cb90-464d-9f77-e519a6b6d364,Weighted V Up Passes With Pad,,strength,False,advanced,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4632172a-0756-4ed4-a2ca-10952f6d7287,Hanging Garhammer Raise,,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
463a4639-eafa-4982-8ac0-619e826c3e09,Body Extension (backward Reach),,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4641e324-3592-4835-b515-336450ff0383,Standing Shoulder External Rotation At 90 (Dumbbell),,strength,False,intermediate,True,False,8,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
464a3512-fb0c-43ad-99ab-dcd7268b2eec,Incline Inner Biceps Curl (Dumbbell),,strength,False,intermediate,True,False,9,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
464fdf5b-8bed-4ef1-95c7-db859a2632b7,Squat (Barbell),,strength,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
46550f15-277c-44a4-bd68-01e5c996c00e,Smith Narrow Row,,strength,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
46551143-2be1-49fa-a328-149f5e6aacf0,Single Leg Squat With Support (Bodyweight),,strength,True,beginner,False,False,10,10,8,7,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
4661f207-91c3-49c4-a150-029a952606c9,Mountain Climber And Dynamic Plank,,plyometrics,False,intermediate,True,False,4,5,10,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
466c4214-f643-4679-99b7-e0724ae0a249,Step Up With Knee Raise (Dumbbell),,strength,True,intermediate,True,False,9,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
4673daca-1d09-423e-bff9-b2ef9e7fe4b5,Landmine Kneeling One Arm Shoulder Press,,strength,False,advanced,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4678ccf6-8ab4-4c53-ae58-72642e990643,Lying Rollover Pilates,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
468dc841-1759-4ecd-bef5-f9e63f312684,Lever Hip Thrust (plate Loaded),,strength,True,beginner,True,False,8,8,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
468f1e03-7875-4b19-8fc0-b3d779934242,Cross Arms Alternate Leg Lift,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
469281cd-2121-4943-93da-ec45bdcaf7df,Incline Fly (stability Ball) (Dumbbell),,strength,False,intermediate,True,False,9,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
469bdb70-1790-4bba-81b2-343f981dd46d,Twisting Crunch (arms Straight),,strength,False,intermediate,True,False,7,5,5,6,6,12,20,3,60,4,2,12-12,12-20,15-25,12-20
46c96882-bccd-4d7d-b29c-1ce523335808,Sitting Chest Push On A Chair,,strength,False,beginner,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
46cf8be3-9b26-4df2-b968-f4fa74c85456,Standing Hamstring Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
46d0da9d-3b15-4176-9521-849bf448186a,Side Swing Skater Stepback,,plyometrics,True,intermediate,True,False,4,5,9,8,7,8,15,3,60,8,5,8-12,10-15,15-20,8-15
46f8cdf0-d50e-44a3-82c8-5048378c8127,Landmine Front Squat,,strength,True,intermediate,False,False,10,10,8,5,9,5,10,4,120,9,4,6-10,10-10,15-15,5-10
46fe3eba-5936-4b20-8927-737703e6df72,Butt Kicks,,strength,False,intermediate,True,False,7,5,5,6,6,10,15,3,60,4,2,10-12,10-15,15-20,10-15
4701cf20-4cd3-40f6-9960-61bc29b9676a,Stick Lat Stretch,,stretch,False,beginner,True,True,1,1,2,3,6,1,1,1,30,1,2,N/A,N/A,N/A,N/A
470208b7-69d3-4ae4-9c17-51be18d369d9,Bent Over Reverse Grip Row (Cable),,strength,True,intermediate,True,False,10,10,7,5,8,6,12,4,90,7,4,6-12,10-12,15-17,6-12
